Employee_ID,First Name,Last Name,Gender,State,City,Education Level,Birthdate,Hiredate,Termdate,Department,Job Title,Salary,Performance Rating
00-64609958,Nicole,Martin,Male,New York,Buffalo,Bachelor,25/09/1970,17/06/2017,,Finance,Accountant,"$80,496.00",Good
00-72624210,Dennis,Baldwin,Female,New York,New York City,Bachelor,30/03/2000,8/7/2020,,Operations,Operations Manager,"$81,188.00",Good
00-15833729,Kathryn,Carroll,Male,New York,New York City,Bachelor,17/06/1999,10/7/2023,,Sales,Sales Representative,"$62,464.00",Good
00-47303539,Donna,Jennings,Male,New York,Rochester,Bachelor,12/10/2002,10/8/2024,,Operations,Inventory Specialist,"$63,560.00",Needs Improvement
00-52445278,Terry,Hart,Male,New York,Rochester,Bachelor,28/02/1983,2/3/2015,,Operations,Inventory Specialist,"$70,794.00",Good
00-20980204,William,Myers,Female,New York,Rochester,Bachelor,6/6/1974,12/7/2023,,Operations,Logistics Coordinator,"$64,787.00",Excellent
00-40283277,Brittany,Gray,Female,New York,Buffalo,High School,11/1/1983,19/09/2024,,Customer Service,Support Specialist,"$59,432.00",Satisfactory
00-43552306,Michael,Levine,Female,New York,Buffalo,Master,31/07/1988,5/5/2017,,Sales,Sales Specialist,"$68,898.00",Good
00-18434795,Bryan,Garza,Female,Michigan,Warren,Master,17/12/1993,19/02/2021,,Operations,Operations Analyst,"$72,172.00",Excellent
00-74420002,Mary,Bailey,Male,New York,Buffalo,Bachelor,6/9/1997,16/10/2019,,Sales,Sales Representative,"$79,093.00",Needs Improvement
00-94060174,Brandy,Hubbard,Male,North Carolina,Charlotte,PhD,27/10/1962,30/08/2024,,Sales,Sales Specialist,"$85,385.00",Excellent
00-24474127,Matthew,Davis,Male,New York,New York City,Bachelor,20/11/1975,15/05/2019,,Operations,Logistics Coordinator,"$71,853.00",Needs Improvement
00-17305854,Victoria,Jenkins,Male,New York,Buffalo,PhD,28/07/1986,22/01/2023,,Sales,Sales Specialist,"$83,332.00",Excellent
00-41775196,Donna,Wright,Female,Pennsylvania,Pittsburgh,Bachelor,5/3/1966,8/9/2024,,Sales,Sales Representative,"$59,516.00",Good
00-68858430,Larry,Miller,Male,Michigan,Grand Rapids,High School,9/4/1981,25/09/2022,,Marketing,Content Creator,"$65,781.00",Satisfactory
00-87703269,Cameron,Torres,Male,Pennsylvania,Philadelphia,High School,28/05/1982,11/5/2016,,Marketing,SEO Specialist,"$62,318.00",Satisfactory
00-60653117,Geoffrey,Ryan,Male,New York,New York City,PhD,13/06/1977,15/01/2018,,Sales,Sales Consultant,"$64,397.00",Excellent
00-27117564,Steven,Boyer,Female,North Carolina,Raleigh,Bachelor,18/11/1999,8/8/2016,,Marketing,SEO Specialist,"$81,943.00",Good
00-50462762,Zachary,Fisher,Female,New York,New York City,Master,9/8/1984,8/1/2021,,IT,Software Developer,"$98,211.00",Excellent
00-23667066,Heather,Chapman,Male,New York,Rochester,Master,10/9/1993,3/5/2022,,IT,Software Developer,"$94,156.00",Good
00-49583058,Nicholas,Myers,Female,New York,Buffalo,Bachelor,30/07/1987,11/8/2023,,Operations,Logistics Coordinator,"$59,517.00",Good
00-92852868,Connor,Freeman,Female,New York,Rochester,High School,16/05/1989,26/09/2022,,Operations,Inventory Specialist,"$56,706.00",Satisfactory
00-90473708,Emily,Rogers,Female,New York,Rochester,Bachelor,15/03/1973,15/07/2023,,IT,IT Support Specialist,"$54,557.00",Satisfactory
00-70855827,Lisa,Contreras,Male,New York,New York City,High School,14/01/1978,6/3/2018,,Marketing,Content Creator,"$62,861.00",Needs Improvement
00-93111718,Christina,Cox,Female,New York,Buffalo,Bachelor,15/03/1978,18/06/2016,,Operations,Logistics Coordinator,"$57,169.00",Good
00-13485913,James,Reid,Male,New York,Buffalo,Bachelor,9/8/1981,2/11/2019,,Sales,Sales Specialist,"$68,535.00",Good
00-35834405,Charles,Jefferson,Female,New York,Buffalo,Bachelor,31/12/1964,24/03/2016,,Finance,Financial Analyst,"$76,261.00",Good
00-19065665,Karl,Williams,Male,New York,Buffalo,Bachelor,11/6/1989,10/8/2020,,Operations,Logistics Coordinator,"$60,639.00",Good
00-26908967,Richard,Perez,Female,New York,Rochester,High School,19/02/1987,16/10/2021,,Marketing,Content Creator,"$52,886.00",Satisfactory
00-66506603,Susan,Robbins,Male,New York,Buffalo,High School,22/11/1981,13/08/2019,,Operations,Inventory Specialist,"$64,615.00",Satisfactory
00-34954217,Cody,Rogers,Female,New York,Rochester,Bachelor,14/11/1973,27/01/2017,,Customer Service,Support Specialist,"$64,516.00",Good
00-27137020,Ashley,Schmidt,Male,New York,New York City,Bachelor,21/08/1981,15/06/2018,,Marketing,Marketing Coordinator,"$68,429.00",Excellent
00-97470361,Jason,Flynn,Female,Illinois,Aurora,Bachelor,15/05/1995,11/9/2022,,Sales,Sales Consultant,"$93,888.00",Good
00-82631078,Madison,Wagner,Male,New York,New York City,Bachelor,7/3/1997,27/04/2023,,Operations,Logistics Coordinator,"$66,600.00",Excellent
00-51429578,Ryan,Fernandez,Female,New York,Rochester,Bachelor,1/12/2001,19/03/2021,,Customer Service,Help Desk Technician,"$78,784.00",Good
00-11084726,Robert,King,Female,Pennsylvania,Philadelphia,High School,11/5/1980,19/07/2020,,Operations,Inventory Specialist,"$61,961.00",Satisfactory
00-29407935,Shawn,Hines,Male,New York,Buffalo,High School,19/07/1975,11/3/2016,,Operations,Inventory Specialist,"$64,290.00",Satisfactory
00-85088096,Nicole,Burton,Male,New York,Rochester,Bachelor,17/04/1998,20/07/2023,,IT,Software Developer,"$101,653.00",Good
00-36227100,Michelle,Ray,Female,Michigan,Detroit,Bachelor,9/1/1989,23/03/2024,,Finance,Accountant,"$57,065.00",Excellent
00-19180999,Donna,Holloway,Male,New York,Buffalo,Bachelor,24/09/1988,1/7/2018,,IT,IT Support Specialist,"$60,844.00",Good
00-72733686,Joseph,Little,Male,New York,Rochester,High School,6/9/1997,10/11/2020,,Operations,Inventory Specialist,"$56,043.00",Satisfactory
00-87632976,Christina,Hammond,Female,Michigan,Detroit,PhD,26/01/1982,17/06/2020,,Sales,Sales Specialist,"$95,129.00",Excellent
00-50215871,Sarah,Barber,Male,New York,Rochester,Master,26/03/2004,24/01/2019,,Operations,Operations Analyst,"$80,457.00",Excellent
00-70975394,Alexa,Diaz,Male,New York,Buffalo,Master,18/05/1999,27/02/2023,,IT,Software Developer,"$78,517.00",Good
00-39448158,John,Francis,Female,Virginia,Norfolk,High School,6/10/1964,24/10/2024,,IT,IT Support Specialist,"$64,440.00",Excellent
00-40906854,Kevin,Graham,Female,New York,New York City,Bachelor,8/2/1989,4/5/2019,,IT,Software Developer,"$95,453.00",Excellent
00-74524663,Michelle,Pruitt,Female,Michigan,Grand Rapids,Bachelor,24/01/1992,4/9/2022,,Operations,Inventory Specialist,"$61,328.00",Good
00-60454028,James,Gutierrez,Male,New York,Buffalo,Master,15/02/1974,16/11/2017,,Sales,Sales Specialist,"$69,195.00",Excellent
00-10902666,Justin,Martin,Male,New York,Rochester,Bachelor,26/05/1964,24/09/2018,,Operations,Logistics Coordinator,"$71,715.00",Good
00-14028892,Carolyn,Sullivan,Female,New York,Buffalo,Bachelor,26/08/1991,14/02/2020,,Customer Service,Support Specialist,"$63,560.00",Satisfactory
00-69110577,Edward,Johnson,Male,Ohio,Columbus,High School,29/12/1966,6/11/2017,,Operations,Inventory Specialist,"$60,663.00",Satisfactory
00-58306200,Margaret,Marshall,Male,New York,Buffalo,Bachelor,18/05/1988,6/8/2015,,Sales,Sales Representative,"$73,368.00",Satisfactory
00-36551621,Vickie,Henderson,Male,New York,New York City,PhD,5/6/1968,18/12/2017,,Sales,Sales Consultant,"$95,577.00",Excellent
00-33392072,Benjamin,Moore,Female,New York,New York City,Bachelor,18/06/2000,22/02/2018,,Sales,Sales Consultant,"$82,992.00",Satisfactory
00-33963425,Anthony,Clarke,Female,New York,New York City,Bachelor,4/11/1983,18/04/2017,,Finance,Accounts Payable Specialist,"$59,188.00",Satisfactory
00-45136671,Donna,Thompson,Female,New York,New York City,Master,17/07/1978,27/11/2024,,IT,Software Developer,"$105,429.00",Good
00-28420515,Bobby,Sharp,Male,Pennsylvania,Allentown,Bachelor,2/10/2002,31/10/2018,,Sales,Sales Representative,"$69,337.00",Good
00-38217583,Andrew,Heath,Female,New York,Rochester,High School,28/12/1983,2/2/2018,,HR,HR Assistant,"$58,106.00",Satisfactory
00-59976005,Lee,Evans,Female,New York,Rochester,Bachelor,8/10/1990,25/01/2022,,Customer Service,Help Desk Technician,"$82,770.00",Good
00-93644995,Rachel,Russell,Female,Illinois,Chicago,Bachelor,6/7/1985,22/05/2023,,Operations,Logistics Coordinator,"$60,112.00",Needs Improvement
00-25903904,Emily,Blackwell,Male,New York,New York City,Master,9/10/1993,4/6/2017,,IT,IT Manager,"$98,664.00",Excellent
00-35453201,Sherry,Ramsey,Male,New York,Rochester,Master,8/6/1982,24/02/2017,,Sales,Sales Manager,"$86,189.00",Excellent
00-60231696,Joel,Duncan,Male,New York,Buffalo,Master,11/2/2003,14/07/2018,,IT,Software Developer,"$73,249.00",Good
00-42822896,Sarah,Boyd,Male,New York,Buffalo,PhD,15/07/1995,17/11/2024,,Sales,Sales Consultant,"$65,347.00",Excellent
00-35380862,Betty,Hampton,Male,New York,New York City,Bachelor,16/02/1984,23/07/2023,,Sales,Sales Representative,"$69,119.00",Satisfactory
00-29940314,Johnathan,Wilkerson,Male,Michigan,Grand Rapids,Bachelor,19/02/1978,3/4/2018,,Sales,Sales Consultant,"$73,801.00",Satisfactory
00-47590802,Carol,Mejia,Male,New York,Buffalo,Bachelor,27/01/2002,2/5/2023,,Operations,Logistics Coordinator,"$66,108.00",Good
00-75631212,Mark,Silva,Male,New York,Rochester,High School,26/05/1972,1/6/2017,,Customer Service,Help Desk Technician,"$60,040.00",Satisfactory
00-73171894,Linda,Manning,Female,New York,Buffalo,Master,18/09/1976,30/12/2023,,Operations,Operations Analyst,"$71,901.00",Excellent
00-32472549,Rodney,Thomas,Male,North Carolina,Charlotte,Bachelor,5/10/1975,9/3/2020,,Finance,Accountant,"$78,745.00",Good
00-78338099,Jason,Hill,Male,Pennsylvania,Allentown,High School,2/6/1989,8/6/2018,,IT,IT Support Specialist,"$55,712.00",Satisfactory
00-34024774,Jonathan,Lawrence,Male,Michigan,Detroit,Bachelor,4/2/1994,10/7/2018,,Sales,Sales Specialist,"$64,458.00",Satisfactory
00-74867032,Amanda,Lyons,Male,North Carolina,Charlotte,High School,4/8/1973,13/02/2022,,Customer Service,Support Specialist,"$61,041.00",Satisfactory
00-46015375,Leslie,Coleman,Female,North Carolina,Charlotte,Bachelor,29/12/1997,22/09/2020,,IT,Software Developer,"$96,864.00",Good
00-88380820,John,Ramirez,Female,Illinois,Aurora,Bachelor,30/06/2001,1/11/2021,,Sales,Sales Representative,"$68,793.00",Good
00-37246265,Sharon,Cox,Male,New York,New York City,Bachelor,23/09/1983,5/10/2019,,Marketing,SEO Specialist,"$83,186.00",Satisfactory
00-39339153,Michael,Parker,Male,North Carolina,Raleigh,High School,14/08/1997,8/9/2018,,Customer Service,Help Desk Technician,"$78,023.00",Excellent
00-31100279,Tammy,Obrien,Male,New York,New York City,Bachelor,5/10/1985,22/11/2024,,HR,Recruiter,"$69,211.00",Good
00-83893835,Jodi,Lindsey,Female,New York,Rochester,PhD,21/08/1989,22/01/2016,,Sales,Sales Consultant,"$97,594.00",Excellent
00-69660493,Hannah,Mccormick,Male,New York,New York City,High School,2/5/1996,3/4/2020,,Operations,Inventory Specialist,"$53,469.00",Satisfactory
00-15522109,Johnny,Cruz,Male,Michigan,Warren,High School,19/06/1983,6/9/2019,,Customer Service,Help Desk Technician,"$89,784.00",Needs Improvement
00-67190488,Susan,Cox,Female,New York,Buffalo,Bachelor,18/07/1973,12/11/2019,,Operations,Logistics Coordinator,"$63,061.00",Good
00-59326617,Gina,Nichols,Female,Pennsylvania,Pittsburgh,Bachelor,12/5/1985,2/4/2023,,Operations,Logistics Coordinator,"$59,936.00",Satisfactory
00-61320957,Mia,Price,Male,New York,New York City,Bachelor,21/11/1996,20/12/2015,,IT,Software Developer,"$86,801.00",Good
00-45651567,Susan,Pennington,Male,Michigan,Grand Rapids,Bachelor,11/1/1987,23/12/2021,,Customer Service,Customer Service Manager,"$95,403.00",Good
00-49529512,Jonathan,Davis,Female,Michigan,Grand Rapids,Bachelor,4/9/1986,16/11/2023,,Customer Service,Customer Service Representative,"$54,793.00",Good
00-96389831,Katherine,Evans,Male,New York,Rochester,Bachelor,20/03/1981,29/11/2016,,IT,Software Developer,"$91,135.00",Good
00-23208247,Pamela,Moon,Male,New York,New York City,Bachelor,14/02/1983,2/9/2016,,Sales,Sales Specialist,"$80,860.00",Good
00-83286377,Logan,Burnett,Female,New York,Rochester,High School,15/02/1991,8/9/2017,,IT,IT Support Specialist,"$62,778.00",Satisfactory
00-54190018,Richard,Johnson,Male,New York,New York City,Bachelor,10/2/1988,3/12/2017,,Operations,Logistics Coordinator,"$62,644.00",Good
00-46838009,Christopher,Chan,Female,New York,Buffalo,Bachelor,14/02/1985,10/7/2017,,Operations,Inventory Specialist,"$58,284.00",Satisfactory
00-82897088,Thomas,Gutierrez,Female,New York,Buffalo,Bachelor,23/08/1979,22/11/2024,,HR,Recruiter,"$58,202.00",Satisfactory
00-50194740,Marvin,Henderson,Female,Virginia,Norfolk,Bachelor,10/4/1998,23/12/2017,,HR,Recruiter,"$64,250.00",Good
00-64198613,Lori,Holloway,Male,New York,Buffalo,Master,19/08/1993,28/09/2024,,Operations,Operations Analyst,"$84,177.00",Excellent
00-97954019,Jose,Jones,Male,Virginia,Norfolk,Bachelor,11/3/1980,13/06/2015,,IT,System Administrator,"$107,615.00",Good
00-30036175,Carrie,Li,Female,New York,New York City,Master,1/12/1962,14/10/2023,,Operations,Operations Analyst,"$69,894.00",Excellent
00-38168948,Mark,Neal,Female,New York,Rochester,Master,20/01/1990,23/10/2019,,IT,Software Developer,"$92,061.00",Good
00-84170763,Brett,May,Female,New York,Rochester,Bachelor,23/04/1978,2/9/2022,,Sales,Sales Specialist,"$60,219.00",Satisfactory
00-71928212,Scott,Davidson,Female,New York,Buffalo,Master,12/4/1964,2/1/2018,,IT,Software Developer,"$107,463.00",Excellent
00-35212337,Richard,Fuller,Male,New York,Buffalo,Bachelor,15/03/1987,2/5/2019,,Operations,Logistics Coordinator,"$62,643.00",Excellent
00-38129989,Barbara,Rodriguez,Male,New York,Buffalo,Master,30/09/1994,7/4/2019,,Operations,Operations Analyst,"$69,711.00",Good
00-60291405,Zachary,Booker,Male,New York,New York City,High School,6/8/2003,19/11/2017,,Operations,Inventory Specialist,"$61,288.00",Excellent
00-11299382,Debra,Anderson,Male,New York,Rochester,Bachelor,24/06/1982,18/08/2020,,Sales,Sales Representative,"$73,900.00",Good
00-57601987,Gina,Sparks,Female,New York,Rochester,Bachelor,30/03/1983,5/5/2018,,Sales,Sales Representative,"$65,564.00",Satisfactory
00-64139232,Shannon,Russo,Male,New York,Rochester,High School,1/3/1990,21/02/2022,,Customer Service,Support Specialist,"$57,055.00",Satisfactory
00-50216625,Jorge,Mcdaniel,Female,New York,New York City,Bachelor,2/3/1983,18/11/2018,,Finance,Accounts Payable Specialist,"$63,565.00",Satisfactory
00-14323017,Mark,Campbell,Male,New York,Buffalo,Bachelor,11/5/1985,2/2/2024,,IT,Software Developer,"$96,690.00",Good
00-86261289,Robert,White,Male,New York,Buffalo,High School,3/7/1963,7/12/2021,,Customer Service,Customer Service Representative,"$60,968.00",Needs Improvement
00-87024699,Nicholas,Davenport,Male,Michigan,Grand Rapids,Master,7/7/1980,10/8/2023,,IT,Software Developer,"$81,275.00",Excellent
00-62430296,Jeffrey,Vaughan,Female,Illinois,Chicago,PhD,19/07/1962,24/12/2016,,Sales,Sales Manager,"$130,513.00",Excellent
00-73723578,Angelica,Salazar,Male,Ohio,Columbus,Bachelor,25/08/1994,29/03/2016,,Finance,Financial Analyst,"$94,824.00",Good
00-95765571,Rebecca,Mccann,Female,New York,Rochester,High School,4/2/2001,18/03/2023,,Operations,Inventory Specialist,"$57,922.00",Satisfactory
00-24000677,Jose,Christian,Male,New York,Buffalo,Bachelor,8/10/1995,20/01/2022,,Sales,Sales Representative,"$60,685.00",Good
00-90982133,Richard,Patterson,Male,New York,Rochester,Bachelor,3/1/1980,12/4/2019,,Marketing,Marketing Coordinator,"$67,397.00",Good
00-19326928,Edward,Rubio,Female,New York,Buffalo,High School,5/6/1984,7/3/2024,,Customer Service,Help Desk Technician,"$84,468.00",Needs Improvement
00-37634396,Stacey,Wilson,Male,Pennsylvania,Allentown,Bachelor,8/9/1998,7/10/2017,,Customer Service,Customer Service Representative,"$61,152.00",Good
00-19392480,Alicia,Ayala,Male,New York,New York City,Master,27/04/1987,27/12/2019,,Sales,Sales Specialist,"$66,531.00",Excellent
00-11482715,Shawn,Nunez,Male,New York,Buffalo,Bachelor,28/07/1999,16/02/2017,,Sales,Sales Representative,"$65,388.00",Needs Improvement
00-31076941,Jeffrey,Harris,Male,New York,Buffalo,Bachelor,27/10/2003,30/11/2024,,Customer Service,Support Specialist,"$62,673.00",Good
00-66158469,Lisa,Adams,Female,Ohio,Cincinnati,Bachelor,11/10/1965,17/10/2019,,Operations,Logistics Coordinator,"$57,764.00",Good
00-37713235,Troy,Anderson,Male,New York,Rochester,Bachelor,4/8/1988,28/11/2016,,IT,Software Developer,"$113,696.00",Good
00-68008992,Jamie,Lewis,Male,New York,New York City,Bachelor,2/5/1996,17/11/2023,,IT,Software Developer,"$108,032.00",Needs Improvement
00-31311258,Justin,Byrd,Male,New York,Buffalo,High School,19/11/1999,12/6/2021,,Operations,Inventory Specialist,"$57,421.00",Satisfactory
00-37242553,Henry,Sparks,Male,New York,Buffalo,High School,6/4/1988,12/1/2020,,Operations,Inventory Specialist,"$55,984.00",Satisfactory
00-46969062,Kelly,Green,Male,New York,Rochester,Bachelor,4/9/1994,28/08/2017,,Operations,Operations Analyst,"$82,791.00",Good
00-18585913,Shannon,Wright,Male,New York,Rochester,Bachelor,21/07/1975,15/08/2023,,IT,System Administrator,"$109,539.00",Satisfactory
00-43130320,Gabrielle,Ellis,Male,New York,New York City,Bachelor,25/12/1979,5/1/2020,,Finance,Accountant,"$78,568.00",Good
00-71767610,Taylor,Savage,Male,West Virginia,Charleston,High School,9/11/1967,27/09/2019,,Customer Service,Customer Service Representative,"$65,524.00",Satisfactory
00-22227594,Raymond,Lewis,Female,Michigan,Warren,Master,15/04/1988,29/05/2017,,IT,System Administrator,"$81,369.00",Good
00-49922892,Jeanette,Fitzgerald,Female,New York,Buffalo,Master,11/2/1987,10/4/2019,,IT,Software Developer,"$97,389.00",Good
00-43438309,Charles,Hawkins,Female,New York,Buffalo,Master,19/10/1996,21/01/2017,,IT,System Administrator,"$72,093.00",Excellent
00-67992341,Marvin,Young,Male,New York,New York City,Master,11/5/1966,19/12/2019,,Operations,Operations Analyst,"$69,022.00",Excellent
00-86318249,Michael,Obrien,Female,New York,Buffalo,High School,4/8/1998,17/09/2016,,IT,IT Support Specialist,"$58,743.00",Satisfactory
00-42171352,Tammy,George,Female,New York,New York City,Bachelor,3/4/1990,18/10/2023,,Finance,Financial Analyst,"$69,264.00",Excellent
00-94299900,Lisa,Smith,Male,New York,New York City,High School,8/2/1978,14/07/2020,,Customer Service,Support Specialist,"$61,461.00",Satisfactory
00-39159454,Christine,Turner,Male,Michigan,Grand Rapids,Bachelor,5/10/1986,3/6/2023,,IT,System Administrator,"$103,771.00",Satisfactory
00-84198767,Emily,Anderson,Male,New York,Rochester,Bachelor,7/7/1991,12/12/2016,,Marketing,Marketing Coordinator,"$70,313.00",Satisfactory
00-24123001,Anita,Carpenter,Male,Pennsylvania,Allentown,Master,17/02/1972,11/4/2020,,IT,Software Developer,"$78,423.00",Excellent
00-70523603,Geoffrey,Vasquez,Female,New York,Rochester,Bachelor,13/06/1987,12/5/2017,,Customer Service,Help Desk Technician,"$67,912.00",Good
00-15990830,Natalie,Anderson,Female,New York,New York City,Bachelor,14/12/1960,4/5/2019,,Sales,Sales Specialist,"$86,099.00",Satisfactory
00-71995701,Jennifer,Hamilton,Female,New York,Buffalo,Bachelor,13/10/1992,12/4/2018,,Marketing,SEO Specialist,"$63,211.00",Good
